"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Molecular Sequence Numbers","Chemicals/CAS","Funding Texts","References","Editors","Publisher","Sponsors","Conference name","Conference date","Conference location","Conference code","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Document Type","Publication Stage","Open Access","Source","EID"
"B., Hemingway, Benjamin","Hemingway, Benjamin (57224446116)","57224446116","The role of central bank digital currency in an increasingly digital economy","2025","Journal of Economic Dynamics and Control","179","","105161","","","0","0","10.1016/j.jedc.2025.105161","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012947712&doi=10.1016%2Fj.jedc.2025.105161&partnerID=40&md5=a4bd72eb1266631cdb77e7725e1a092b","Bank of England, London, United Kingdom","Hemingway, Benjamin, Bank of England, London, United Kingdom","The introduction of an unremunerated retail central bank digital currency (CBDC) is currently under consideration by several central banks. Motivated by the decline in transactional cash usage and the increase in online sales in the UK, this paper provides a theoretical framework to study the underlying drivers of these trends and the welfare implications of introducing an unremunerated retail CBDC. I develop a cash credit model with physical and digital retail sectors, endogenous entry of firms and directed consumer search. Calibrating to UK data between 2010 and 2022 the model suggests that there are positive welfare gains from introducing an unremunerated retail CBDC, but these have likely declined over time. © 2025 Elsevier B.V., All rights reserved.","Cbdc; Credit; Digital Currency; Money","","","","","Cbdc and the Operational Framework of Monetary Policy, (2023); Ahnert, Toni, Payments and privacy in the digital economy, Journal of Financial Economics, 169, (2025); Aruoba, S. Boraǧan, Sticky prices versus monetary frictions: An estimation of policy trade-offs, American Economic Journal: Macroeconomics, 3, 1, pp. 60-90, (2011); Cbdc and Business Cycle Dynamics in A New Monetarist New Keynesian Model, (2023); Bagnall, John, Consumer cash usage: A cross-country comparison with payment diary survey data∗, International Journal of Central Banking, 12, 4, pp. 1-61, (2016); Barrdear, John, The macroeconomics of central bank digital currencies, Journal of Economic Dynamics and Control, 142, (2022); Cbdc and Banks Disintermediating Fast and Slow, (2024); Ssrn Electron J, (2024); Central Bank Digital Currency in Historical Perspective Another Crossroad in Monetary History, (2021); undefined, (2023)","","Elsevier B.V.","","","","","","01651889","","JEDCD","","English","Article","Final","","Scopus","2-s2.0-105012947712"
"V.V., Lavruk, Vitalii V.; O., Burlakov, Oleksandr; V.M., Havryliuk, Vita M.; S., Burdeniuk, Svitlana; N.V., Poprozman, Nataliia V.","Lavruk, Vitalii V. (57209265758); Burlakov, Oleksandr (57216147118); Havryliuk, Vita M. (57218895590); Burdeniuk, Svitlana (57943513400); Poprozman, Nataliia V. (57006810400)","57209265758; 57216147118; 57218895590; 57943513400; 57006810400","Prospects for the implementation of the digital currency of the National Bank of Ukraine in the context of global digitalisation","2025","Economics of Development","24","2","","41","53","0","0","10.63341/econ/2.2025.41","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011683042&doi=10.63341%2Fecon%2F2.2025.41&partnerID=40&md5=49b992f764d6e2c22b4c24b9ec877c43","Higher Educational Institution «Podillia State University», Kamianets-Podilskyi, Ukraine; Educational and Rehabilitation Institution of Higher Education “Kamianets-Podilskyi State Institute”, Kamianets-Podilskyi, Ukraine; National University of Life and Environmental Sciences of Ukraine, Kyiv, Ukraine","Lavruk, Vitalii V., Higher Educational Institution «Podillia State University», Kamianets-Podilskyi, Ukraine; Burlakov, Oleksandr, Higher Educational Institution «Podillia State University», Kamianets-Podilskyi, Ukraine; Havryliuk, Vita M., Higher Educational Institution «Podillia State University», Kamianets-Podilskyi, Ukraine; Burdeniuk, Svitlana, Educational and Rehabilitation Institution of Higher Education “Kamianets-Podilskyi State Institute”, Kamianets-Podilskyi, Ukraine; Poprozman, Nataliia V., National University of Life and Environmental Sciences of Ukraine, Kyiv, Ukraine","The purpose of this study was to assess the economic implications of implementing a central bank digital currency (CBDC) in Ukraine (e-hryvnia) within the framework of global digitalisation. The study covered the period from 2023 to 2024. The study employed an analytical approach based on a comparative analysis of international experiences in CBDC implementation, focusing on China, Sweden, the Bahamas, Nigeria, the United States, and the European Union. The study examined pilot projects, strategies, and conceptual frameworks designed for the implementation of the e-hryvnia and the level of digitalisation within the financial infrastructure of Ukraine. The key findings of the study are critical factors influencing the successful integration of digital currencies into national economies. The analysis indicated that countries actively adopting CBDCs seek to address technological, economic, and social readiness challenges. Furthermore, the findings suggested that the implementation of the e-hryvnia in Ukraine could be justified and effective, provided that the necessary technical and economic conditions are met to facilitate its seamless integration into the national financial system. The dynamics of the payment system development of Ukraine reflect its preparedness for the introduction of a digital currency. In 2023, a total of 7.91 billion cashless transactions were conducted, amounting to UAH 6.14 trillion. In 2024, within the first nine months alone, transactions reached 6.4 billion, with a total value of UAH 4.79 trillion, representing a 7.72% increase in the number of transactions and a 4.45% rise in transaction volume compared to the corresponding period in 2023. Moreover, by 2024, the proportion of cashless transactions in the total volume of payments had increased to 94.5% by number and 64.81% by value. The study concluded that the successful introduction of a digital currency in Ukraine will require continuous enhancement of the country’s payment infrastructure and the implementation of measures to ensure the security and transparency of financial transactions. © 2025 Elsevier B.V., All rights reserved.","Macroeconomic Stability; Monetary Policy; Monetary Transactions; Payment System; Payments","","","","","4 Key Cybersecurity Threats to New Central Bank Digital Currencies, (2021); Collection of Papers New Economy, (2024); Jurnal Administrare, (2022); Research Archive of Rising Scholars, (2024); Castrén, Olli, Digital currencies in financial networks, Journal of Financial Stability, 60, (2022); undefined, (2024); Journal of Emerging Technologies, (2021); Dionysopoulos, Lambis, Central bank digital currencies: A critical review, International Review of Financial Analysis, 91, (2024); Bulletin of Khnu Named After Vn Karazina, (2021); Economic and Financial Review, (2022)","","Simon Kuznets Kharkiv National University of Economics","","","","","","23046155; 16831942","","","","English","Article","Final","","Scopus","2-s2.0-105011683042"
"F.A.I., Purwanto, Faiz Amrullah Ibnu; B.R., Kartawinata, Budi Rustandi; M., Pradana, Mahir","Purwanto, Faiz Amrullah Ibnu (58676937900); Kartawinata, Budi Rustandi (57216860314); Pradana, Mahir (57189049974)","58676937900; 57216860314; 57189049974","Determinants of Adoption of Technology-based Payment Systems among University Students","2025","Ianna Journal of Interdisciplinary Studies","7","2","","96","110","0","0","10.5281/zenodo.15455251","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007980944&doi=10.5281%2Fzenodo.15455251&partnerID=40&md5=ea5eae2b22a637f8528e4666f8df851d","Telkom University, Bandung, Indonesia","Purwanto, Faiz Amrullah Ibnu, School of Economics and Business, Telkom University, Bandung, Indonesia; Kartawinata, Budi Rustandi, School of Economics and Business, Telkom University, Bandung, Indonesia; Pradana, Mahir, School of Economics and Business, Telkom University, Bandung, Indonesia","Background: The rapid development of digital payment systems in Indonesia has transformed the way transactions are conducted, with Quick Response (QR) payment emerging as a popular method. QR payment systems leverage the convenience of smartphones to enable cashless transactions, allowing users to make payments by scanning QR codes through mobile applications. This technology aligns with Indonesia's push toward becoming a cashless society, driven by the increasing penetration of smartphones, the proliferation of fintech solutions, and the government's commitment to advancing financial inclusion. Objective: This study aimed to explore consumer behaviour in digital transformation and financial inclusion among university students. Methodology: The study made use of a descriptive survey research design to achieve its aim. A structured questionnaire was the instrument for data collection. The sample consisted of 100 university students. The data for the study were analysed quantitatively, and the results were presented in tables and figures for visual illustration. Results: The study's results show that facilitating conditions, ease of use, and risk perception have a significant effect on the behavioural intention to use QR in payments. Not all respondents have the same conditions when making payments through technology-based systems, which also affects their behavioural intention to continue using cashless payments, influenced by the circumstances and conditions under which they make payments. Conclusion: We conclude that facilitating conditions, ease of use, and risk perception are influential factors in determining behavioural intention towards payments through QR systems. Unique Contribution: This research contributes to the understanding of the factors such as perceived ease of use, facilitating conditions, and risk perception on university students' behavioural intention to use QR payment systems, while also highlighting the challenges faced in adopting this technology in Indonesia. Key Recommendation: To enhance QR payment adoption among university students in Indonesia, it is recommended that digital literacy be improved through targeted education, user interfaces be streamlined for a better experience, security features be strengthened to alleviate risk perceptions, accessibility be ensured for all students, and collaborations be fostered with fintech companies for tailored solutions. © 2025 Elsevier B.V., All rights reserved.","Behavioural Intention; Digital Payment; Finance; Indonesia","","","","","Open Journal of Social Sciences, (2020); Baier-Fuentes, Hugo, International entrepreneurship: a bibliometric overview, International Entrepreneurship and Management Journal, 15, 2, pp. 385-429, (2019); Chatterjee, Suhrid Krishna, Space effective and encrypted QR code with sender authorized security levels, 2018-January, pp. 439-443, (2018); Davis, Fred D.D., Perceived usefulness, perceived ease of use, and user acceptance of information technology, MIS Quarterly: Management Information Systems, 13, 3, pp. 319-339, (1989); Featherman, Mauricio S., Predicting e-services adoption: A perceived risk facets perspective, International Journal of Human Computer Studies, 59, 4, pp. 451-474, (2003); Hair, Joseph Franklin, Identifying and treating unobserved heterogeneity with FIMIX-PLS: part I – method, European Business Review, 28, 1, pp. 63-76, (2016); Harva, Zahra Berlianda, Green purchase behavior: a preliminary study, Proceedings of SPIE - The International Society for Optical Engineering, 13188, (2024); Iriani, Sri Setyo, Analysis of perceived usefulness, perceived ease of use, and perceived risk toward online shopping in the era of Covid-19 pandemic, Systematic Reviews in Pharmacy, 11, 12, pp. 313-320, (2020); 2018 International Conference on E Commerce E Administration E Society E Education and E Technology, (2018); Le, Xuancu, The diffusion of mobile QR-code payment: an empirical evaluation for a pandemic, Asia-Pacific Journal of Business Administration, 14, 4, pp. 617-636, (2022)","","University of Nigeria Department of Mass Communication","","","","","","27359891; 27359883","","","","English","Article","Final","","Scopus","2-s2.0-105007980944"
"H., Al Ghunaimi, Hisham; F.A., Almaqtari, Faozi A.; R., Wesonga, Ronald; A., Elmashtawy, Ahmed","Al Ghunaimi, Hisham (59195117100); Almaqtari, Faozi A. (57204105724); Wesonga, Ronald (55081977600); Elmashtawy, Ahmed (57983650600)","59195117100; 57204105724; 55081977600; 57983650600","The Rise of FinTech and the Journey Toward a Cashless Society: Investigating the Use of Mobile Payments by SMEs in Oman in the Context of Vision 2040","2025","Administrative Sciences","15","5","178","","","0","1","10.3390/admsci15050178","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006485742&doi=10.3390%2Fadmsci15050178&partnerID=40&md5=9ea75f8fe647a7171ba3d7499eb2f5e3","A’Sharqiyah University, Ibra, Oman; College of Science, Sultan Qaboos University, Muscat, Oman; Faculty of Commerce, Shibin El Kom, Egypt","Al Ghunaimi, Hisham, Department of Accounting and Finance, A’Sharqiyah University, Ibra, Oman; Almaqtari, Faozi A., Department of Accounting and Finance, A’Sharqiyah University, Ibra, Oman; Wesonga, Ronald, Department of Statistics, College of Science, Sultan Qaboos University, Muscat, Oman; Elmashtawy, Ahmed, Department of Accounting, Faculty of Commerce, Shibin El Kom, Egypt","This study investigates the factors that affect the adoption of mobile payment systems in Oman, focusing specifically on small and medium-sized enterprises (SMEs) within the expanding FinTech landscape. By utilizing secondary sources of data from the Central Bank of Oman and global FinTech reports, this research identifies essential enablers, such as security features and ease of use, which are propelled by developments in FinTech solutions. It also addresses the obstacles, such as high transaction fees and issues with authentication, that impede SMEs from embracing these technologies. Through an examination of worldwide FinTech adoption patterns, this research offers perspectives on Oman’s progress toward becoming a cashless society. This study employs sophisticated statistical techniques, including histograms and correlation analysis, to reveal significant trends in the rates of mobile payment adoption. The results emphasize the necessity for cooperative efforts among regulators, financial entities, and FinTech developers to minimize costs, strengthen digital infrastructure, and enhance user experiences. These findings are consistent with Oman’s Vision 2040, which aims to foster financial inclusion and propel the country’s shift toward a robust, digitally oriented economy powered by FinTech innovation. © 2025 Elsevier B.V., All rights reserved.","Apple Pay; Fintech; Google Pay; Mobile Payment; Oman Vision 2040; Small And Medium-sized Enterprises (smes)","","","","This research was funded by A\u2019Sharqiyah University, Internal Research Grant (IRG) Program, under the project titled \u201CThe Influence of Board Characteristics, Industry 4.0, and Fintech on Sustainability Performance in Oman: The Moderating Role of IT\u201D. Call number: 2024, sector: Culture Humanities and Basic Sciences (CBS). Research, Innovation and Technology Transfer Centre, Academic Affairs and Research office: ASU/IRG/23/24/02. The APC was funded by A\u2019Sharqiyah University.","Oman Mobile Wallet Market 20242030 Trends Outlook Forecast, (2023); Ahamed, Fayaz, The Rise of the Omani Digital Payment Sector: Trends, Adoption, and Future, pp. 181-185, (2023); Zenodo, (2023); Establishment of New Financial Service Authority, (2022); Social and Economic Analyses, (2019); Gross Domestic Product by State, (2011); Financial Stability Report, (2023); Regulatory Framework for Digital Financial Transactions, (2024); Comparing the Consumer Price Index with the Gross Domestic Product Price Index and Gross Domestic Product Implicit Price Deflator, (2016); Statistical Power Analysis for the Behavioral Sciences, (1988)","","Multidisciplinary Digital Publishing Institute (MDPI)","","","","","","20763387","","","","English","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105006485742"
"J., Rubio, Jeniffer; A.B., Tulcanaza-Prieto, Ana Belén","Rubio, Jeniffer (57205266915); Tulcanaza-Prieto, Ana Belén (57348933000)","57205266915; 57348933000","Digital Payments Trust in Latin America and the Caribbean","2025","Economies","13","5","140","","","0","0","10.3390/economies13050140","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006423079&doi=10.3390%2Feconomies13050140&partnerID=40&md5=95918754506d1eb8c2504692147fbc4a","Universidad de las Americas - Ecuador, Quito, Ecuador; Universidad de las Americas - Ecuador, Quito, Ecuador","Rubio, Jeniffer, Centro de Investigaciones Económicas, Universidad de las Americas - Ecuador, Quito, Ecuador; Tulcanaza-Prieto, Ana Belén, Grupo de Investigación Negocios, Universidad de las Americas - Ecuador, Quito, Ecuador","The adoption of electronic payments has increased globally, driving economic growth by enabling smoother transactions. Digital payments enhance speed, security, trust, and efficiency, prompting governments to implement policies that promote financial inclusion through new payment technologies. However, trust in the financial system is crucial for adoption, given concerns about security, fraud, and data breaches. In Latin America and the Caribbean, where economies are vulnerable to external financial shocks, and trust in financial institutions is low, digital payment adoption presents both financial and social challenges. This study analyzes the impact of financial trust on the likelihood of using digital payments in 17 countries, based on the 2023 Latinobarómetro survey (19,205 individuals). Using logit models, it examines financial trust’s influence across income levels. Results show that trust in financial institutions increases the likelihood of digital payment adoption by 62%, with a stronger effect among high-income individuals. Younger age, higher education, and mobile phone ownership also correlate positively with adoption. This study highlights the need to foster financial trust to boost digital payments, enhance financial inclusion, and reduce cash usage—key for tackling inequality and informality. A major limitation is the lack of longitudinal data for further analysis. © 2025 Elsevier B.V., All rights reserved.","Digital Payments; Financial And Digital Trust; Financial System; Latin America And The Caribbean","","","","We extend our gratitude and acknowledgment to the Universidad de Las Am\u00E9ricas UDLA, which financially supported this research (2025).","Power and Progress Our Thousand Year Struggle Over Technology and Prosperity, (2023); Why Nations Fail the Origins of Power Prosperity and Poverty, (2012); Narrow Corridor States Societies and the Fate of Liberty, (2019); Adel, Nabil, The impact of digital literacy and technology adoption on financial inclusion in Africa, Asia, and Latin America, Heliyon, 10, 24, (2024); Ahmed, Selim, Building trust in cybernetic payment network: Insights from an emerging economy, Journal of Open Innovation: Technology, Market, and Complexity, 10, 3, (2024); AlBastaki, Thabet Yusuf, Factors affecting e-payment acceptance by customers: an empirical study in the Kingdom of Bahrain, Competitiveness Review, 34, 1, pp. 107-124, (2024); Amboage, Gabriel Bernardes, Technological adoption: the case of PIX in Brazil, Innovation and Management Review, 21, 3, pp. 198-211, (2024); Journal of Payments Strategy Systems, (2017); Building A Cashless Society the Swedish Route to the Future of Cash Payments, (2019); Aurazo, Jose, Why people use digital payments: Evidence from micro data in Peru, Latin American Journal of Central Banking, 2, 4, (2021)","","Multidisciplinary Digital Publishing Institute (MDPI)","","","","","","22277099","","","","English","Article","Final","","Scopus","2-s2.0-105006423079"
"M., Shehadeh, Maha; H.M., Dawood, H. M.; K., Hussainey, K.","Shehadeh, Maha (57559195100); Dawood, H. M. (57682020000); Hussainey, K. (16444230900)","57559195100; 57682020000; 16444230900","Digital financial literacy and usage of cashless payments in Jordan: the moderating role of gender","2025","International Journal of Accounting and Information Management","33","2","","354","382","0","11","10.1108/IJAIM-03-2024-0115","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003394535&doi=10.1108%2FIJAIM-03-2024-0115&partnerID=40&md5=4188d6e21a805c5da1ba9744a01c4576","Applied Science Private University, Amman, Jordan; UCSI University, Kuala Lumpur, Malaysia; Bangor Business School, Bangor, United Kingdom","Shehadeh, Maha, Department of Financial Technology and Risk Management, Applied Science Private University, Amman, Jordan; Dawood, H. M., UCSI University, Kuala Lumpur, Malaysia; Hussainey, K., Bangor Business School, Bangor, United Kingdom","Purpose: This study aims to examine the relationships between various components of digital financial literacy, namely, awareness, subjective knowledge, experience, the digital legal framework and skills, and their influence on the adoption of cashless payment systems among university affiliates in Jordan. It also explores the mediating role of gender in this relationship. The study integrates the Theory of Planned Behavior (TPB) and social role theory (SRT). Design/methodology/approach: This study uses a cross-sectional survey across 34 Jordanian universities. Data from 418 participants were analyzed, focusing on factor analysis to assess the constructs' reliability and validity and to explore the moderating effects. Findings: The findings illuminate that digital financial awareness, experience and skills are significant catalysts for using cashless payments among the targeted demographic. In contrast, the digital legal framework and subjective financial knowledge did not significantly influence cashless payment use. Additionally, gender differences emerged, highlighting a stronger association between digital financial experience and cashless payment usage for women. Originality/value: The study's uniqueness stems from its detailed analysis of digital financial literacy's effect on cashless payment adoption in Jordan's academia, incorporating aspects like legal frameworks, awareness, and skills. It innovatively considers gender's moderating role, adding fresh insights into digital finance practices. Using the TPB and SRT, the research connects theory with Jordan's empirical data, suggesting strategies for education and policy. This work advances understanding of digital financial literacy in fostering a more inclusive digital financial system, contributing significantly to digital finance and behavioral economics literature. © 2025 Elsevier B.V., All rights reserved.","Cashless Payment Usage; Digital Financial Awareness; Digital Financial Experience; Digital Financial Literacy; Financial Technology Usage; Fintech; Gender Differences; University Students","","","","","Competitiveness Review, (2024); Adetunji, Olubanjo Michael, The Relative Impact of Income and Financial Literacy on Financial Inclusion in Nigeria, Journal of International Development, 31, 4, pp. 312-335, (2019); Aguinis, Herman, Best-Practice Recommendations for Defining, Identifying, and Handling Outliers, Organizational Research Methods, 16, 2, pp. 270-301, (2013); Ajzen, Icek, The theory of planned behavior, Organizational Behavior and Human Decision Processes, 50, 2, pp. 179-211, (1991); Numeracy, (2013); Ammar, Anwar, Factors influencing Sudanese microfinance intention to adopt mobile banking, Cogent Business and Management, 3, 1, (2016); Lex Et Scientia Int L J, (2023); Aryan, Laith Abdallah, How digital financial literacy impacts financial behavior in Jordanian millennial generation, International Journal of Data and Network Science, 8, 1, pp. 117-124, (2024); Measuring Financial Literacy Results of the OECD International Network on Financial Education Infe Pilot Study, (2012); Babiarz, Patryk, Financial Literacy and Emergency Saving, Journal of Family and Economic Issues, 35, 1, pp. 40-50, (2014)","","Emerald Publishing","","","","","","18347649; 17589037","","","","English","Article","Final","","Scopus","2-s2.0-105003394535"
"R., Wang, Ruoyuan; C., Chan, Chungshing","Wang, Ruoyuan (58191038700); Chan, Chungshing (55968440800)","58191038700; 55968440800","A systematic literature review on payment methods in hospitality and tourism","2025","Information Technology and Tourism","27","1","107319","1","27","0","1","10.1007/s40558-024-00311-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85217181016&doi=10.1007%2Fs40558-024-00311-1&partnerID=40&md5=eaa577f0c2761223d9c62984f5f5f6bb","Universität Innsbruck, Innsbruck, Austria; Chinese University of Hong Kong, Hong Kong, Hong Kong","Wang, Ruoyuan, Marketing and Tourism, Universität Innsbruck, Innsbruck, Austria; Chan, Chungshing, Department of Geography and Resource Management, Chinese University of Hong Kong, Hong Kong, Hong Kong","Payment methods have been undergoing a series of developments and changes in recent years due to technological innovations, policy support, and epidemics. This literature review comprehensively examines 265 articles on payment methods over the past decade from various perspectives (consumer, technology, merchant, meso-macro, etc.), focusing on research within the hospitality and tourism sector. Our review indicates that while research on payment methods in the hospitality and tourism field is less extensive than in other domains, it covers a wide range of topics. The most prevalent scenarios for payment methods in hospitality and tourism include restaurants, hotels, transportation, medical tourism, and the sustainability of payment methods. Among these, mobile payments are extensively explored, and digital currencies (including cryptocurrencies and Central Bank Digital Currency) are poised to be the next innovation in payment methods within the hospitality and tourism sector. Although biometric payments have received less attention, the growing habit of using biometrics (fingerprints, face recognition) to unlock personal devices is helping to promote this payment method. Additionally, this study identifies areas for future research focus and direction for scholars while providing both theoretical and practical contributions. © 2025 Elsevier B.V., All rights reserved.","Biometric Payments; Cashless Payments; Mobile Payments; Payment Innovations; Systematic Literature Review; Virtual Payments","","","","Open access funding provided by University of Innsbruck and Medical University of Innsbruck.","Abegao Neto, Fernando Luis, Effects of age and income moderation on adoption of mobile payments in Brazil, Innovation and Management Review, 20, 4, pp. 353-364, (2023); Agur, Itai, Designing central bank digital currencies, Journal of Monetary Economics, 125, pp. 62-79, (2022); Ahn, Sun-young, Does mobile payment use lead to overspending? The moderating role of financial knowledge, Computers in Human Behavior, 134, (2022); Ahn, Jaehong, A model for deriving trust and reputation on blockchain-based e-payment system, Applied Sciences (Switzerland), 9, 24, (2019); Aji, Hendy Mustiko, How e-wallets encourage excessive spending behavior among young adult consumers?, Journal of Asia Business Studies, 16, 6, pp. 868-884, (2022); Alt, Mónika Anetta, NFC m-payment as a driver for customer loyalty towards retailers amongst Generation Z, International Journal of Retail and Distribution Management, 51, 3, pp. 347-365, (2023); Beck, Thorsten, Payment instruments, finance and development, Journal of Development Economics, 133, pp. 162-186, (2018); Bounie, David, Card-sales response to merchant contactless payment acceptance, Journal of Banking and Finance, 119, (2020); Çapar, Haşim, Using cryptocurrencies and transactions in medical tourism, Journal of Economic and Administrative Sciences, 37, 4, pp. 677-693, (2021); Cheng, Nancy Tsz Yin, Mobile payment technology in hospitality and tourism: a critical review through the lens of demand, supply and policy, International Journal of Contemporary Hospitality Management, 33, 10, pp. 3636-3660, (2021)","","Springer Science and Business Media Deutschland GmbH","","","","","","10983058; 19434294","","","","English","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85217181016"
"P.N., Watts, Paul Nicholas; J., Hoskin, Janet; R., Upadhyay, Radhika; E., Tapley, Emma; G.M., Kwiatkowska, Gosia Malgosia","Watts, Paul Nicholas (52664581900); Hoskin, Janet (56204108900); Upadhyay, Radhika (59332726100); Tapley, Emma (59332948300); Kwiatkowska, Gosia Malgosia (55331661100)","52664581900; 56204108900; 59332726100; 59332948300; 55331661100","“I Forgot My Numbers and the Machine Swallowed It Up”: Adults With Learning Disabilities Share Their Perspectives on the Shift to a Cashless Society","2025","British Journal of Learning Disabilities","53","1","","103","112","0","0","10.1111/bld.12621","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204307639&doi=10.1111%2Fbld.12621&partnerID=40&md5=ffe25258df8f30bec664002f089aae5b","University of East London, London, United Kingdom; University of East London, London, United Kingdom; University of East London, London, United Kingdom","Watts, Paul Nicholas, School of Health Sport and Bioscience, University of East London, London, United Kingdom, University of East London, London, United Kingdom; Hoskin, Janet, University of East London, London, United Kingdom, Cass School of Education and Communities, University of East London, London, United Kingdom; Upadhyay, Radhika, School of Health Sport and Bioscience, University of East London, London, United Kingdom; Tapley, Emma, School of Health Sport and Bioscience, University of East London, London, United Kingdom; Kwiatkowska, Gosia Malgosia, University of East London, London, United Kingdom","Introduction: This paper examines the experiences of people with learning disabilities in the United Kingdom as society transitions towards cashless transactions and services. It is a significant study because it highlights the need to understand their digital financial experiences. Methods: This study employed an inclusive, interpretivist approach, focusing on participatory methods. Reflexive thematic analysis was used to analyse data from focus groups including 40 people with learning disabilities across 3 day services. This original study included co-researchers with lived experience of learning disabilities who assisted in data collection and analysis. Results: Four key themes emerged: heterogeneity of preferences for cash versus digital payments; the urgent need for support and training in digital financial literacy; balancing safeguarding and fostering independence; and accessibility challenges in physical and online banking environments. Conclusions: The shift to a cashless society poses significant challenges for people with learning disabilities, requiring tailored support and training in digital finance. Financial institutions should be cognisant of these needs, suggesting that systemic changes are required for improved financial inclusion. The study highlights the importance of including people with learning disabilities in the design of digital financial tools and policies, to support their financial autonomy and independence. © 2025 Elsevier B.V., All rights reserved.","Inclusive Education; Independent Living; Learning (intellectual) Disabilities; Social Interaction","","","","The research team is very grateful for the contributions and cooperation of the research participants, co\u2010researchers and the staff at the day services who were the setting for this research. Funding for this research was provided by the UEL East London Impact Scholars Award (ELISA).","Abbott, David, Money, finance and the personalisation agenda for people with learning disabilities in the UK: Some emerging issues, British Journal of Learning Disabilities, 41, 2, pp. 106-113, (2013); Alfredsson Ågren, Kristin, Internet activities and social and community participation among young people with learning disabilities, British Journal of Learning Disabilities, 51, 2, pp. 125-134, (2023); Bielefeld, Shelley, The cashless debit card and rights of persons with disabilities, Alternative Law Journal, 44, 2, pp. 114-120, (2019); Braun, Virginia, Reflecting on reflexive thematic analysis, Qualitative Research in Sport, Exercise and Health, 11, 4, pp. 589-597, (2019); undefined, (2020); Caton, Sue, Internet safety, online radicalisation and young people with learning disabilities, British Journal of Learning Disabilities, 50, 1, pp. 88-97, (2022); undefined, (2019); Chinn, Deborah, Easy read and accessible information for people with intellectual disabilities: Is it worth it? A meta-narrative literature review, Health Expectations, 20, 6, pp. 1189-1200, (2017); undefined, (2024); Conder, Jennifer Ann, “Getting by”: People with learning disability and the financial responsibility of independent living, British Journal of Learning Disabilities, 48, 3, pp. 251-257, (2020)","","John Wiley and Sons Inc","","","","","","13544187; 14683156","","","","English","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85204307639"
